Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,FamilySize,IsAlone,Title,TicketPrefix,AgeBin,FareBin
0,3,male,24.975909902597408,0,0,7.7375,Q,0,1,1,1,None,2,0
1,1,female,43.0,0,1,211.3375,S,1,2,0,3,None,3,3
1,3,female,13.0,0,0,7.2292,C,0,1,1,2,None,1,0
1,1,female,17.0,1,0,57.0,S,1,2,0,3,None,1,3
0,1,male,29.0,0,0,30.0,S,1,1,1,1,None,2,2
0,3,male,17.8129,1,2,23.45,S,0,4,0,1,W./C.,1,2
0,3,male,25.0,0,0,7.05,S,0,1,1,1,SOTON/O.Q.,2,0
0,3,male,25.0,0,0,7.25,S,0,1,1,1,None,2,0
1,3,female,18.0,0,0,7.4958,S,0,1,1,2,None,1,0
0,3,male,8.0,4,1,29.125,Q,0,6,0,4,None,0,2
1,3,male,1.0,1,2,20.575,S,0,4,0,4,C.A.,0,2
0,1,male,46.0,0,0,79.2,C,1,1,1,1,PC,3,3
0,3,male,41.438600115162615,0,0,7.75,Q,0,1,1,1,None,3,0
0,2,male,16.0,0,0,26.0,S,0,1,1,1,None,1,2
0,3,female,14.310898809523808,8,2,69.55,S,0,11,0,2,CA.,1,3
0,1,male,38.64683333333333,0,0,30.6958,C,0,1,1,1,PC,3,2
0,3,male,25.0,0,0,7.8958,S,0,1,1,1,None,2,0
0,2,male,39.0,0,0,13.0,S,0,1,1,1,None,3,1
1,1,female,49.0,0,0,25.9292,S,1,1,1,5,None,3,2
1,3,female,31.0,0,0,8.6833,S,0,1,1,3,None,2,1
0,3,male,30.0,0,0,7.2292,C,0,1,1,1,None,2,0
0,3,female,30.0,1,1,24.15,S,0,3,0,3,None,2,2
0,2,male,34.0,0,0,13.0,S,0,1,1,1,None,2,1
1,2,female,31.0,1,1,26.25,S,0,3,0,3,C.A.,2,2
1,1,male,11.0,1,2,120.0,S,1,4,0,4,None,0,3
1,3,male,0.42,0,1,8.5167,C,0,2,0,4,None,0,1
1,3,male,27.0,0,0,6.975,S,0,1,1,1,None,2,0
0,3,male,31.0,0,0,7.775,S,0,1,1,1,None,2,0
0,1,male,39.0,0,0,0.0,S,1,1,1,1,None,3,0
0,3,female,18.0,0,0,7.775,S,0,1,1,2,None,1,0
0,2,male,39.0,0,0,13.0,S,0,1,1,1,None,3,1
1,1,female,33.0,1,0,53.1,S,1,2,0,3,None,2,3
0,3,male,26.0,0,0,7.8875,S,0,1,1,1,None,2,0
0,3,male,39.0,0,0,24.15,S,0,1,1,1,Other,3,2
0,2,male,35.0,0,0,10.5,S,0,1,1,1,None,2,1
0,3,female,6.0,4,2,31.275,S,0,7,0,2,None,0,3
0,3,male,30.5,0,0,8.05,S,0,1,1,1,None,2,1
0,1,male,39.313583333333334,0,0,0.0,S,1,1,1,1,None,3,0
0,3,female,23.0,0,0,7.925,S,0,1,1,2,Other,2,1
0,2,male,31.0,1,1,37.0042,C,0,3,0,1,Other,2,3
0,3,male,43.0,0,0,6.45,S,0,1,1,1,Other,3,0
0,3,male,10.0,3,2,27.9,S,0,6,0,4,None,0,2
1,1,female,52.0,1,1,93.5,S,1,3,0,3,None,4,3
1,3,male,27.0,0,0,8.6625,S,0,1,1,1,None,2,1
0,1,male,38.0,0,0,0.0,S,0,1,1,5,None,3,0
1,3,female,27.0,0,1,12.475,S,1,2,0,3,None,2,1
0,3,male,2.0,4,1,39.6875,S,0,6,0,4,None,0,3
0,3,male,35.469208333333334,0,0,6.95,Q,0,1,1,1,None,3,0
0,3,male,29.660904761904757,0,0,56.4958,S,0,1,1,1,None,2,3
1,2,male,1.0,0,2,37.0042,C,0,3,0,4,Other,0,3
1,3,male,41.438600115162615,0,0,7.75,Q,0,1,1,1,None,3,0
1,1,female,62.0,0,0,80.0,C,1,1,1,3,None,4,3
1,3,female,15.0,1,0,14.4542,C,0,2,0,3,None,1,1
1,2,male,0.83,1,1,18.75,S,0,3,0,4,None,0,2
0,3,male,24.901471681096687,0,0,7.2292,C,0,1,1,1,None,2,0
0,3,male,23.0,0,0,7.8542,S,0,1,1,1,None,2,0
0,3,male,18.0,0,0,8.3,S,0,1,1,1,None,1,1
1,1,female,39.0,1,1,83.1583,C,1,3,0,2,PC,3,3
0,3,male,21.0,0,0,8.6625,S,0,1,1,1,None,2,1
0,3,male,30.500245379086014,0,0,8.05,S,0,1,1,1,None,2,1
1,3,male,32.0,0,0,56.4958,S,0,1,1,1,None,2,3
1,1,male,52.491107142857146,0,0,29.7,C,1,1,1,1,None,4,2
0,3,male,20.0,0,0,7.925,S,0,1,1,1,Other,1,1
0,2,male,16.0,0,0,10.5,S,0,1,1,1,Other,1,1
1,1,female,30.0,0,0,31.0,C,0,1,1,2,None,2,2
0,3,male,34.5,0,0,6.4375,C,0,1,1,1,None,2,0
0,3,male,17.0,0,0,8.6625,S,0,1,1,1,None,1,1
0,3,male,42.0,0,0,7.55,S,0,1,1,1,C.A.,3,0
0,3,male,9.87804761904762,8,2,69.55,S,0,11,0,1,CA.,0,3
0,3,male,35.0,0,0,7.8958,C,0,1,1,1,None,2,0
0,2,male,28.0,0,1,33.0,S,0,2,0,5,None,2,3
1,1,female,35.79307142857142,1,0,89.1042,C,1,2,0,3,None,3,3
0,3,male,4.0,4,2,31.275,S,0,7,0,4,None,0,3
0,3,male,74.0,0,0,7.775,S,0,1,1,1,None,5,0
0,3,female,9.0,1,1,15.2458,C,0,3,0,2,None,0,2
1,1,female,16.0,0,1,39.4,S,1,2,0,2,PC,1,3
0,2,female,44.0,1,0,26.0,S,0,2,0,3,None,3,2
1,3,female,18.0,0,1,9.35,S,0,2,0,3,None,1,1
1,1,female,45.0,1,1,164.8667,S,0,3,0,3,None,3,3
1,1,male,51.0,0,0,26.55,S,1,1,1,1,None,4,2
1,3,female,24.0,0,3,19.2583,C,0,4,0,3,None,2,2
0,3,male,24.901471681096687,0,0,7.2292,C,0,1,1,1,None,2,0
0,3,male,41.0,2,0,14.1083,S,0,3,0,1,None,3,1
0,2,male,21.0,1,0,11.5,S,0,2,0,1,None,2,1
1,1,female,48.0,0,0,25.9292,S,1,1,1,3,None,3,2
0,3,female,14.310898809523808,8,2,69.55,S,0,11,0,2,CA.,1,3
0,2,male,24.0,0,0,13.0,S,0,1,1,1,None,2,1
1,2,female,42.0,0,0,13.0,S,0,1,1,3,None,3,1
1,2,female,27.0,1,0,13.8583,C,0,2,0,2,Other,2,1
0,1,male,31.0,0,0,50.4958,S,1,1,1,1,PC,2,3
0,3,male,25.898332737803145,0,0,9.5,S,0,1,1,1,None,2,1
1,3,male,4.0,1,1,11.1333,S,0,3,0,4,None,0,1
0,3,male,26.0,0,0,7.8958,S,0,1,1,1,None,2,0
1,1,female,47.0,1,1,52.5542,S,1,3,0,3,None,3,3
0,1,male,33.0,0,0,5.0,S,1,1,1,1,None,2,0
0,3,male,47.0,0,0,9.0,S,0,1,1,1,None,3,1
1,2,female,28.0,1,0,24.0,C,0,2,0,3,Other,2,2
1,3,female,15.0,0,0,7.225,C,0,1,1,2,None,1,0
0,3,male,20.0,0,0,9.8458,S,0,1,1,1,None,1,1
0,3,male,19.0,0,0,7.8958,S,0,1,1,1,None,1,0
0,3,male,27.77767996384952,0,0,7.8958,S,0,1,1,1,None,2,0
1,1,female,56.0,0,1,83.1583,C,1,2,0,3,None,4,3
1,2,female,25.0,0,1,26.0,S,0,2,0,3,None,2,2
0,3,male,33.0,0,0,7.8958,S,0,1,1,1,None,2,0
0,3,female,22.0,0,0,10.5167,S,0,1,1,2,None,2,1
0,2,male,28.0,0,0,10.5,S,0,1,1,1,Other,2,1
0,3,male,25.0,0,0,7.05,S,0,1,1,1,SOTON/OQ,2,0
0,3,female,39.0,0,5,29.125,Q,0,6,0,3,None,3,2
0,2,male,27.0,0,0,13.0,S,0,1,1,5,None,2,1
1,1,female,19.0,0,0,30.0,S,1,1,1,2,None,1,2
0,3,female,15.88558333333333,1,2,23.45,S,0,4,0,2,W./C.,1,2
1,1,male,26.0,0,0,30.0,C,1,1,1,1,None,2,2
0,3,male,32.0,0,0,7.75,Q,0,1,1,1,None,2,0
