Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,FamilySize,IsAlone,FamilyCategory,Title,TitleAgeType,Deck,TicketPrefix,TicketLen,FarePerPerson,FareBin,AgeBin,AgeClass,ClassSex,ClassEmbarked,FareClass,TitleSex,WomenChild,HighClassFemale,Survived
2,male,32.0,0,0,10.5,S,0,1,1,Single,Mr,Adult,Unknown,CA,10,10.5,Mid,Adult,64.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,female,5.0,2,1,19.2583,C,0,4,0,Small,Miss,Young,Unknown,None,4,4.814575,High,Child,15.0,3_female,3_C,3_High,Miss_female,1,0,1
2,male,18.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Teen,36.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,male,20.0,0,0,8.6625,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.6625,Mid,Adult,60.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,female,0.75,2,1,19.2583,C,0,4,0,Small,Miss,Young,Unknown,None,4,4.814575,High,Child,2.25,3_female,3_C,3_High,Miss_female,1,0,1
3,male,28.5,0,0,7.8958,C,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,85.5,3_male,3_C,3_Low,Mr_male,0,0,0
1,female,35.0,1,0,53.1,S,1,2,0,Small,Mrs,Adult,Unknown,None,6,26.55,VeryHigh,Adult,35.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1,1
1,female,36.0,0,2,71.0,S,1,3,0,Small,Miss,Young,Unknown,Other,9,23.666666666666668,VeryHigh,Middle,36.0,1_female,1_S,1_VeryHigh,Miss_female,1,1,1
3,female,5.0,4,2,31.3875,S,0,7,0,Medium,Miss,Young,Unknown,None,6,4.483928571428572,VeryHigh,Child,15.0,3_female,3_S,3_VeryHigh,Miss_female,1,0,1
3,female,30.0,0,0,8.6625,S,0,1,1,Single,Miss,Young,Unknown,None,6,8.6625,Mid,Adult,90.0,3_female,3_S,3_Mid,Miss_female,1,0,0
3,female,26.0,0,0,7.925,S,0,1,1,Single,Miss,Young,Unknown,Other,16,7.925,Mid,Adult,78.0,3_female,3_S,3_Mid,Miss_female,1,0,1
3,male,21.0,0,0,8.4333,S,0,1,1,Single,Mr,Adult,Unknown,None,4,8.4333,Mid,Adult,63.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,26.0,2,0,8.6625,S,0,3,0,Small,Mr,Adult,Unknown,None,6,2.8874999999999997,Mid,Adult,78.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,48.0,0,0,7.8542,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8542,Low,Middle,144.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,9.0,2,2,34.375,S,0,5,0,Medium,Miss,Young,Unknown,WC,10,6.875,VeryHigh,Child,27.0,3_female,3_S,3_VeryHigh,Miss_female,1,0,0
2,female,29.0,0,0,10.5,S,1,1,1,Single,Mrs,Adult,Unknown,CA,10,10.5,Mid,Adult,58.0,2_female,2_S,2_Mid,Mrs_female,1,0,1
2,male,43.0,1,1,26.25,S,0,3,0,Small,Mr,Adult,Unknown,Other,12,8.75,High,Middle,86.0,2_male,2_S,2_High,Mr_male,0,0,0
3,male,51.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,None,5,8.05,Mid,Middle,153.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,female,28.5,0,0,7.2292,C,0,1,1,Single,Mrs,Adult,Unknown,None,4,7.2292,Low,Adult,85.5,3_female,3_C,3_Low,Mrs_female,1,0,1
3,male,4.0,4,1,29.125,Q,0,6,0,Medium,Master,Child,Unknown,None,6,4.854166666666667,High,Child,12.0,3_male,3_Q,3_High,Master_male,1,0,0
3,male,28.5,0,0,7.725,Q,0,1,1,Single,Mr,Adult,Unknown,None,5,7.725,Low,Adult,85.5,3_male,3_Q,3_Low,Mr_male,0,0,0
1,male,35.0,0,0,512.3292,C,1,1,1,Single,Mr,Adult,Unknown,PC,8,512.3292,VeryHigh,Adult,35.0,1_male,1_C,1_VeryHigh,Mr_male,0,0,1
2,male,50.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Middle,100.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,female,17.0,0,0,14.4583,C,0,1,1,Single,Miss,Young,Unknown,None,4,14.4583,High,Teen,51.0,3_female,3_C,3_High,Miss_female,1,0,0
1,male,38.0,1,0,90.0,S,1,2,0,Small,Mr,Adult,Unknown,None,5,45.0,VeryHigh,Middle,38.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,1
3,male,28.5,0,0,7.05,S,0,1,1,Single,Mr,Adult,Unknown,SOTONOQ,18,7.05,Low,Adult,85.5,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,28.5,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,A,8,8.05,Mid,Adult,85.5,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,40.5,0,0,7.75,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,7.75,Low,Middle,121.5,3_male,3_Q,3_Low,Mr_male,0,0,0
1,male,45.0,0,0,35.5,S,1,1,1,Single,Mr,Adult,Unknown,None,6,35.5,VeryHigh,Middle,45.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
2,male,39.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Middle,78.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,female,45.0,0,1,14.4542,C,0,2,0,Small,Mrs,Adult,Unknown,None,4,7.2271,Mid,Middle,135.0,3_female,3_C,3_Mid,Mrs_female,1,0,0
3,male,24.0,0,0,9.5,S,0,1,1,Single,Mr,Adult,Unknown,None,6,9.5,Mid,Adult,72.0,3_male,3_S,3_Mid,Mr_male,0,0,0
1,female,17.0,1,0,108.9,C,1,2,0,Small,Mrs,Adult,Unknown,PC,8,54.45,VeryHigh,Teen,17.0,1_female,1_C,1_VeryHigh,Mrs_female,1,1,1
3,male,34.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.05,Mid,Adult,102.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,19.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.05,Mid,Adult,57.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,32.0,0,0,8.05,S,1,1,1,Single,Mr,Adult,Unknown,SOTONOQ,17,8.05,Mid,Adult,96.0,3_male,3_S,3_Mid,Mr_male,0,0,1
3,male,26.0,1,0,14.4542,C,0,2,0,Small,Mr,Adult,Unknown,None,4,7.2271,Mid,Adult,78.0,3_male,3_C,3_Mid,Mr_male,0,0,0
1,male,28.5,0,0,227.525,C,0,1,1,Single,Mr,Adult,Unknown,PC,8,227.525,VeryHigh,Adult,28.5,1_male,1_C,1_VeryHigh,Mr_male,0,0,0
3,male,26.0,1,2,20.575,S,0,4,0,Small,Mr,Adult,Unknown,CA,9,5.14375,High,Adult,78.0,3_male,3_S,3_High,Mr_male,0,0,0
2,male,26.0,0,0,10.5,S,0,1,1,Single,Mr,Adult,Unknown,None,5,10.5,Mid,Adult,52.0,2_male,2_S,2_Mid,Mr_male,0,0,0
1,female,48.0,1,0,39.6,C,1,2,0,Small,Rare,Varied,Unknown,None,5,19.8,VeryHigh,Middle,48.0,1_female,1_C,1_VeryHigh,Rare_female,1,1,1
3,male,34.0,1,1,14.4,S,0,3,0,Small,Mr,Adult,Unknown,None,6,4.8,Mid,Adult,102.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,44.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.05,Mid,Middle,132.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,32.0,0,0,7.8542,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8542,Low,Adult,96.0,3_male,3_S,3_Low,Mr_male,0,0,1
3,male,22.0,1,0,7.25,S,0,2,0,Small,Mr,Adult,Unknown,A,9,3.625,Low,Adult,66.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,32.0,1,1,15.5,Q,0,3,0,Small,Mrs,Adult,Unknown,None,6,5.166666666666667,High,Adult,96.0,3_female,3_Q,3_High,Mrs_female,1,0,0
2,male,18.0,0,0,11.5,S,0,1,1,Single,Mr,Adult,Unknown,None,6,11.5,Mid,Teen,36.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,female,31.0,1,1,20.525,S,0,3,0,Small,Mrs,Adult,Unknown,None,6,6.841666666666666,High,Adult,93.0,3_female,3_S,3_High,Mrs_female,1,0,1
2,female,3.0,1,2,41.5792,C,0,4,0,Small,Miss,Young,Unknown,Other,13,10.3948,VeryHigh,Child,6.0,2_female,2_C,2_VeryHigh,Miss_female,1,0,1
1,male,28.5,0,0,42.4,S,0,1,1,Single,Mr,Adult,Unknown,None,6,42.4,VeryHigh,Adult,28.5,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
1,male,58.0,0,0,29.7,C,1,1,1,Single,Mr,Adult,Unknown,None,5,29.7,High,Middle,58.0,1_male,1_C,1_High,Mr_male,0,0,0
2,male,28.5,0,0,15.05,C,0,1,1,Single,Mr,Adult,Unknown,SCPARIS,13,15.05,High,Adult,57.0,2_male,2_C,2_High,Mr_male,0,0,0
2,male,3.0,1,1,18.75,S,0,3,0,Small,Master,Child,Unknown,None,5,6.25,High,Child,6.0,2_male,2_S,2_High,Master_male,1,0,1
1,female,16.0,0,1,57.9792,C,1,2,0,Small,Miss,Young,Unknown,None,6,28.9896,VeryHigh,Teen,16.0,1_female,1_C,1_VeryHigh,Miss_female,1,1,1
2,male,42.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Middle,84.0,2_male,2_S,2_Mid,Mr_male,0,0,1
3,female,8.0,3,1,21.075,S,0,5,0,Medium,Miss,Young,Unknown,None,6,4.215,High,Child,24.0,3_female,3_S,3_High,Miss_female,1,0,0
3,male,12.0,1,0,11.2417,C,0,2,0,Small,Master,Child,Unknown,None,4,5.62085,Mid,Child,36.0,3_male,3_C,3_Mid,Master_male,1,0,1
3,male,25.0,1,0,7.775,S,0,2,0,Small,Mr,Adult,Unknown,None,6,3.8875,Low,Adult,75.0,3_male,3_S,3_Low,Mr_male,0,0,1
1,female,39.0,1,1,110.8833,C,1,3,0,Small,Mrs,Adult,Unknown,None,5,36.9611,VeryHigh,Middle,39.0,1_female,1_C,1_VeryHigh,Mrs_female,1,1,1
1,male,37.0,0,1,29.7,C,1,2,0,Small,Mr,Adult,Unknown,PC,8,14.85,High,Middle,37.0,1_male,1_C,1_High,Mr_male,0,0,0
1,male,0.92,1,2,151.55,S,1,4,0,Small,Master,Child,Unknown,None,6,37.8875,VeryHigh,Child,0.92,1_male,1_S,1_VeryHigh,Master_male,1,0,1
3,female,28.5,1,0,14.4542,C,0,2,0,Small,Miss,Young,Unknown,None,4,7.2271,Mid,Adult,85.5,3_female,3_C,3_Mid,Miss_female,1,0,0
3,male,28.5,2,0,21.6792,C,0,3,0,Small,Mr,Adult,Unknown,None,4,7.226400000000001,High,Adult,85.5,3_male,3_C,3_High,Mr_male,0,0,0
1,female,58.0,0,0,146.5208,C,1,1,1,Single,Miss,Young,Unknown,PC,8,146.5208,VeryHigh,Middle,58.0,1_female,1_C,1_VeryHigh,Miss_female,1,1,1
1,male,71.0,0,0,34.6542,C,1,1,1,Single,Mr,Adult,Unknown,PC,8,34.6542,VeryHigh,Senior,71.0,1_male,1_C,1_VeryHigh,Mr_male,0,0,0
2,male,36.5,0,2,26.0,S,1,3,0,Small,Mr,Adult,Unknown,None,6,8.666666666666666,High,Middle,73.0,2_male,2_S,2_High,Mr_male,0,0,0
2,female,29.0,1,0,26.0,S,0,2,0,Small,Mrs,Adult,Unknown,None,4,13.0,High,Adult,58.0,2_female,2_S,2_High,Mrs_female,1,0,1
2,male,25.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Adult,50.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,male,28.5,0,0,7.2292,C,0,1,1,Single,Mr,Adult,Unknown,None,4,7.2292,Low,Adult,85.5,3_male,3_C,3_Low,Mr_male,0,0,0
2,female,24.0,2,3,18.75,S,0,6,0,Medium,Mrs,Adult,Unknown,None,5,3.125,High,Adult,48.0,2_female,2_S,2_High,Mrs_female,1,0,1
3,male,23.0,0,0,9.225,S,0,1,1,Single,Mr,Adult,Unknown,None,4,9.225,Mid,Adult,69.0,3_male,3_S,3_Mid,Mr_male,0,0,0
1,male,28.5,0,0,26.55,S,1,1,1,Single,Mr,Adult,Unknown,None,6,26.55,High,Adult,28.5,1_male,1_S,1_High,Mr_male,0,0,0
3,female,28.5,0,0,7.7333,Q,0,1,1,Single,Miss,Young,Unknown,None,5,7.7333,Low,Adult,85.5,3_female,3_Q,3_Low,Miss_female,1,0,1
3,male,28.5,0,0,7.2292,C,0,1,1,Single,Mr,Adult,Unknown,None,4,7.2292,Low,Adult,85.5,3_male,3_C,3_Low,Mr_male,0,0,0
1,male,52.0,1,1,79.65,S,1,3,0,Small,Mr,Adult,Unknown,None,6,26.55,VeryHigh,Middle,52.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
1,male,26.0,0,0,30.0,C,1,1,1,Single,Mr,Adult,Unknown,None,6,30.0,High,Adult,26.0,1_male,1_C,1_High,Mr_male,0,0,1
3,female,29.0,1,1,10.4625,S,1,3,0,Small,Mrs,Adult,Unknown,None,6,3.4875000000000003,Mid,Adult,87.0,3_female,3_S,3_Mid,Mrs_female,1,0,0
3,male,28.5,0,0,7.775,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.775,Low,Adult,85.5,3_male,3_S,3_Low,Mr_male,0,0,0
1,female,47.0,1,1,52.5542,S,1,3,0,Small,Mrs,Adult,Unknown,None,5,17.518066666666666,VeryHigh,Middle,47.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1,1
1,male,64.0,0,0,26.0,S,0,1,1,Single,Mr,Adult,Unknown,None,3,26.0,High,Senior,64.0,1_male,1_S,1_High,Mr_male,0,0,0
2,male,28.0,0,0,13.5,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.5,Mid,Adult,56.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,male,42.0,0,0,7.55,S,0,1,1,Single,Mr,Adult,Unknown,CA,9,7.55,Low,Middle,126.0,3_male,3_S,3_Low,Mr_male,0,0,0
1,male,48.0,0,0,26.55,S,1,1,1,Single,Mr,Adult,Unknown,None,5,26.55,High,Middle,48.0,1_male,1_S,1_High,Mr_male,0,0,1
3,male,34.0,0,0,6.4958,S,0,1,1,Single,Mr,Adult,Unknown,None,7,6.4958,Low,Adult,102.0,3_male,3_S,3_Low,Mr_male,0,0,0
1,male,28.5,0,0,52.0,S,1,1,1,Single,Mr,Adult,Unknown,None,6,52.0,VeryHigh,Adult,28.5,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
3,male,24.0,0,0,7.05,S,0,1,1,Single,Mr,Adult,Unknown,SOTONOQ,18,7.05,Low,Adult,72.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,32.0,0,0,56.4958,S,0,1,1,Single,Mr,Adult,Unknown,None,4,56.4958,VeryHigh,Adult,96.0,3_male,3_S,3_VeryHigh,Mr_male,0,0,1
2,female,54.0,1,3,23.0,S,0,5,0,Medium,Mrs,Adult,Unknown,None,5,4.6,High,Middle,108.0,2_female,2_S,2_High,Mrs_female,1,0,1
3,male,32.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,96.0,3_male,3_S,3_Low,Mr_male,0,0,0
1,female,44.0,0,1,57.9792,C,1,2,0,Small,Mrs,Adult,Unknown,None,6,28.9896,VeryHigh,Middle,44.0,1_female,1_C,1_VeryHigh,Mrs_female,1,1,1
3,female,28.5,8,2,69.55,S,0,11,0,Large,Miss,Young,Unknown,CA,8,6.322727272727272,VeryHigh,Adult,85.5,3_female,3_S,3_VeryHigh,Miss_female,1,0,0
3,male,22.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,66.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,28.5,1,0,16.1,S,0,2,0,Small,Mrs,Adult,Unknown,None,6,8.05,High,Adult,85.5,3_female,3_S,3_High,Mrs_female,1,0,1
3,male,18.0,0,0,8.3,S,0,1,1,Single,Mr,Adult,Unknown,None,4,8.3,Mid,Teen,54.0,3_male,3_S,3_Mid,Mr_male,0,0,0
2,male,34.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,5,13.0,Mid,Adult,68.0,2_male,2_S,2_Mid,Mr_male,0,0,0
2,female,40.0,0,0,13.0,S,0,1,1,Single,Miss,Young,Unknown,None,5,13.0,Mid,Middle,80.0,2_female,2_S,2_Mid,Miss_female,1,0,1
1,female,35.0,1,0,83.475,S,1,2,0,Small,Mrs,Adult,Unknown,None,5,41.7375,VeryHigh,Adult,35.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1,1
1,female,49.0,0,0,25.9292,S,1,1,1,Single,Rare,Varied,Unknown,None,5,25.9292,High,Middle,49.0,1_female,1_S,1_High,Rare_female,1,1,1
2,female,28.0,1,0,26.0,S,0,2,0,Small,Mrs,Adult,Unknown,None,4,13.0,High,Adult,56.0,2_female,2_S,2_High,Mrs_female,1,0,1
2,male,25.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,CA,10,13.0,Mid,Adult,50.0,2_male,2_S,2_Mid,Mr_male,0,0,0
1,female,24.0,0,0,49.5042,C,1,1,1,Single,Miss,Young,Unknown,PC,8,49.5042,VeryHigh,Adult,24.0,1_female,1_C,1_VeryHigh,Miss_female,1,1,1
3,male,11.0,5,2,46.9,S,0,8,0,Large,Master,Child,Unknown,CA,7,5.8625,VeryHigh,Child,33.0,3_male,3_S,3_VeryHigh,Master_male,1,0,0
3,female,2.0,3,2,27.9,S,0,6,0,Medium,Miss,Young,Unknown,None,6,4.6499999999999995,High,Child,6.0,3_female,3_S,3_High,Miss_female,1,0,0
3,female,28.5,0,0,7.8792,Q,0,1,1,Single,Miss,Young,Unknown,None,6,7.8792,Low,Adult,85.5,3_female,3_Q,3_Low,Miss_female,1,0,1
3,female,23.0,0,0,7.55,S,0,1,1,Single,Miss,Young,Unknown,CA,8,7.55,Low,Adult,69.0,3_female,3_S,3_Low,Miss_female,1,0,1
1,male,56.0,0,0,26.55,S,0,1,1,Single,Mr,Adult,Unknown,None,6,26.55,High,Middle,56.0,1_male,1_S,1_High,Mr_male,0,0,0
1,female,38.0,0,0,80.0,S,1,1,1,Single,Miss,Young,Unknown,None,6,80.0,VeryHigh,Middle,38.0,1_female,1_S,1_VeryHigh,Miss_female,1,1,1
1,female,39.0,1,1,79.65,S,1,3,0,Small,Mrs,Adult,Unknown,None,6,26.55,VeryHigh,Middle,39.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1,1
3,female,10.0,0,2,24.15,S,0,3,0,Small,Miss,Young,Unknown,None,6,8.049999999999999,High,Child,30.0,3_female,3_S,3_High,Miss_female,1,0,0
1,male,65.0,0,1,61.9792,C,1,2,0,Small,Mr,Adult,Unknown,None,6,30.9896,VeryHigh,Senior,65.0,1_male,1_C,1_VeryHigh,Mr_male,0,0,0
1,female,19.0,1,0,91.0792,C,1,2,0,Small,Mrs,Adult,Unknown,None,5,45.5396,VeryHigh,Adult,19.0,1_female,1_C,1_VeryHigh,Mrs_female,1,1,1
2,male,66.0,0,0,10.5,S,0,1,1,Single,Mr,Adult,Unknown,CA,10,10.5,Mid,Senior,132.0,2_male,2_S,2_Mid,Mr_male,0,0,0
2,female,22.0,1,1,29.0,S,0,3,0,Small,Mrs,Adult,Unknown,None,6,9.666666666666666,High,Adult,44.0,2_female,2_S,2_High,Mrs_female,1,0,1
3,male,19.0,0,0,14.5,S,0,1,1,Single,Mr,Adult,Unknown,None,6,14.5,High,Adult,57.0,3_male,3_S,3_High,Mr_male,0,0,0
3,male,28.5,1,0,15.5,Q,0,2,0,Small,Mr,Adult,Unknown,None,6,7.75,High,Adult,85.5,3_male,3_Q,3_High,Mr_male,0,0,0
3,female,41.0,0,5,39.6875,S,0,6,0,Medium,Mrs,Adult,Unknown,None,7,6.614583333333333,VeryHigh,Middle,123.0,3_female,3_S,3_VeryHigh,Mrs_female,1,0,0
3,male,43.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,A,8,8.05,Mid,Middle,129.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,female,16.0,0,0,7.7333,Q,0,1,1,Single,Miss,Young,Unknown,None,5,7.7333,Low,Teen,48.0,3_female,3_Q,3_Low,Miss_female,1,0,1
3,male,21.0,0,0,16.1,S,0,1,1,Single,Mr,Adult,Unknown,None,5,16.1,High,Adult,63.0,3_male,3_S,3_High,Mr_male,0,0,0
3,male,28.5,0,0,7.7333,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,7.7333,Low,Adult,85.5,3_male,3_Q,3_Low,Mr_male,0,0,0
3,male,22.0,0,0,7.25,S,0,1,1,Single,Mr,Adult,Unknown,A,9,7.25,Low,Adult,66.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,18.0,0,0,7.775,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.775,Low,Teen,54.0,3_male,3_S,3_Low,Mr_male,0,0,0
2,male,51.0,0,0,12.525,S,0,1,1,Single,Rare,Varied,Unknown,Other,11,12.525,Mid,Middle,102.0,2_male,2_S,2_Mid,Rare_male,0,0,0
1,male,47.0,0,0,52.0,S,1,1,1,Single,Mr,Adult,Unknown,None,6,52.0,VeryHigh,Middle,47.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
3,male,14.0,5,2,46.9,S,0,8,0,Large,Mr,Adult,Unknown,CA,7,5.8625,VeryHigh,Teen,42.0,3_male,3_S,3_VeryHigh,Mr_male,1,0,0
3,male,21.0,0,0,8.6625,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.6625,Mid,Adult,63.0,3_male,3_S,3_Mid,Mr_male,0,0,0
2,male,30.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Adult,60.0,2_male,2_S,2_Mid,Mr_male,0,0,0
1,female,30.0,0,0,93.5,S,1,1,1,Single,Miss,Young,Unknown,None,5,93.5,VeryHigh,Adult,30.0,1_female,1_S,1_VeryHigh,Miss_female,1,1,1
1,female,28.5,0,0,110.8833,C,0,1,1,Single,Miss,Young,Unknown,None,5,110.8833,VeryHigh,Adult,28.5,1_female,1_C,1_VeryHigh,Miss_female,1,1,1
3,male,16.0,0,0,9.5,S,0,1,1,Single,Mr,Adult,Unknown,None,6,9.5,Mid,Teen,48.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,30.0,0,0,9.5,S,0,1,1,Single,Mr,Adult,Unknown,None,6,9.5,Mid,Adult,90.0,3_male,3_S,3_Mid,Mr_male,0,0,1
1,male,28.5,0,0,50.0,S,1,1,1,Single,Mr,Adult,Unknown,None,6,50.0,VeryHigh,Adult,28.5,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
3,male,28.5,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,A,9,8.05,Mid,Adult,85.5,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,27.0,0,0,8.6625,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.6625,Mid,Adult,81.0,3_male,3_S,3_Mid,Mr_male,0,0,1
1,female,40.0,0,0,153.4625,S,1,1,1,Single,Miss,Young,Unknown,PC,8,153.4625,VeryHigh,Middle,40.0,1_female,1_S,1_VeryHigh,Miss_female,1,1,1
3,female,28.5,1,0,15.5,Q,0,2,0,Small,Miss,Young,Unknown,None,6,7.75,High,Adult,85.5,3_female,3_Q,3_High,Miss_female,1,0,1
3,male,30.0,0,0,7.25,S,0,1,1,Single,Mr,Adult,Unknown,C,6,7.25,Low,Adult,90.0,3_male,3_S,3_Low,Mr_male,0,0,0
2,male,18.0,0,0,73.5,S,0,1,1,Single,Mr,Adult,Unknown,SOC,12,73.5,VeryHigh,Teen,36.0,2_male,2_S,2_VeryHigh,Mr_male,0,0,0
3,female,41.0,0,2,20.2125,S,0,3,0,Small,Mrs,Adult,Unknown,None,6,6.7375,High,Middle,123.0,3_female,3_S,3_High,Mrs_female,1,0,0
3,male,33.0,0,0,8.6625,C,0,1,1,Single,Mr,Adult,Unknown,None,6,8.6625,Mid,Adult,99.0,3_male,3_C,3_Mid,Mr_male,0,0,0
3,female,28.5,2,0,23.25,Q,0,3,0,Small,Miss,Young,Unknown,None,6,7.75,High,Adult,85.5,3_female,3_Q,3_High,Miss_female,1,0,1
1,male,50.0,2,0,133.65,S,0,3,0,Small,Rare,Varied,Unknown,PC,8,44.550000000000004,VeryHigh,Middle,50.0,1_male,1_S,1_VeryHigh,Rare_male,0,0,1
3,male,28.0,0,0,7.8542,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8542,Low,Adult,84.0,3_male,3_S,3_Low,Mr_male,0,0,0
2,female,36.0,1,0,26.0,S,0,2,0,Small,Mrs,Adult,Unknown,None,6,13.0,High,Middle,72.0,2_female,2_S,2_High,Mrs_female,1,0,1
3,female,45.0,0,0,7.75,S,0,1,1,Single,Miss,Young,Unknown,None,6,7.75,Low,Middle,135.0,3_female,3_S,3_Low,Miss_female,1,0,0
3,male,28.5,0,0,7.7292,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,7.7292,Low,Adult,85.5,3_male,3_Q,3_Low,Mr_male,0,0,0
3,male,26.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,78.0,3_male,3_S,3_Low,Mr_male,0,0,0
1,male,28.5,0,0,0.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,0.0,Low,Adult,28.5,1_male,1_S,1_Low,Mr_male,0,0,0
2,male,23.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,5,13.0,Mid,Adult,46.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,male,25.0,0,0,7.05,S,0,1,1,Single,Mr,Adult,Unknown,SOTONOQ,15,7.05,Low,Adult,75.0,3_male,3_S,3_Low,Mr_male,0,0,0
1,male,36.0,1,2,120.0,S,1,4,0,Small,Mr,Adult,Unknown,None,6,30.0,VeryHigh,Middle,36.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,1
1,female,32.0,0,0,76.2917,C,1,1,1,Single,Miss,Young,Unknown,None,5,76.2917,VeryHigh,Adult,32.0,1_female,1_C,1_VeryHigh,Miss_female,1,1,1
3,female,22.0,0,0,9.8375,S,0,1,1,Single,Miss,Young,Unknown,None,4,9.8375,Mid,Adult,66.0,3_female,3_S,3_Mid,Miss_female,1,0,0
3,male,33.0,0,0,7.775,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.775,Low,Adult,99.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,24.0,0,3,19.2583,C,0,4,0,Small,Mrs,Adult,Unknown,None,4,4.814575,High,Adult,72.0,3_female,3_C,3_High,Mrs_female,1,0,1
3,female,14.5,1,0,14.4542,C,0,2,0,Small,Miss,Young,Unknown,None,4,7.2271,Mid,Teen,43.5,3_female,3_C,3_Mid,Miss_female,1,0,0
2,male,39.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,5,13.0,Mid,Middle,78.0,2_male,2_S,2_Mid,Mr_male,0,0,0
